chembl_id,canonical_smiles,MW,LogP,TPSA,HBD,HBA,RotatableBonds,HeavyAtoms,AromaticRings,AliphaticRings,HeteroAtoms,BalabanJ,BertzCT,HallKierAlpha,lipinski_pass,lipinski_violations,veber_pass
CHEMBL153534,Cc1cc(-c2csc(N=C(N)N)n2)cn1C,235.316,1.36192,82.22,2,3,2,16,2,0,6,2.3474538219261323,494.48074479547944,-1.82,True,0,True
CHEMBL440060,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CCSC)[C@@H](C)O)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,2883.389999999997,-16.6611000000001,1271.9299999999994,40,40,95,202,1,2,79,1.8106807047925781,6540.571530642987,-19.709999999999976,False,3,False
CHEMBL440245,CCCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](N)Cc2ccccc2)C(C)C)CCC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)C(N)=O)[C@@H](C)CC)[C@@H](C)CC)NC(=O)[C@H](C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC1=O,3548.212999999991,-12.195800000000188,1502.949999999999,48,46,111,251,3,1,91,1.7037586101881548,8566.84508724291,-24.609999999999953,False,3,False
CHEMBL440249,CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](c2ccc(O)cc2)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)NC(=O)[C@@H](CCCN)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](c2ccc(O)cc2)NC(=O)[C@H](c2ccc(O)cc2)NC(=O)[C@@H](C(C)C)NC(=O)[C@@H](CCCN)NC(=O)[C@@H](c2ccc(O)cc2)NC(=O)[C@@H](CNC(=O)[C@H](CC(N)=O)NC(=O)Cc2cccc3ccccc23)[C@@H](C(N)=O)OC(=O)[C@H](c2ccc(O)c(Cl)c2)NC(=O)[C@@H](C)NC1=O,2598.156999999996,-5.586399999999988,979.3600000000002,35,41,34,185,9,3,61,0.9422255469044385,7383.680593033999,-18.829999999999995,False,3,False
CHEMBL405398,Brc1cccc(Nc2ncnc3ccncc23)c1NCCN1CCOCC1,429.32200000000034,3.2750000000000004,75.2,2,7,6,27,3,1,8,1.5135859037118768,878.1838284132826,-2.29,True,0,True
CHEMBL503634,COc1c(O)cc(O)c(C(=N)Cc2ccc(O)cc2)c1O,289.287,2.1281699999999995,114.0,5,6,4,21,2,0,6,2.3698341648692356,657.427932902894,-2.8899999999999997,True,0,True
CHEMBL503643,CCOC(=O)c1cc2cc(C(=O)O)ccc2[nH]1,233.22299999999998,2.0428,79.39000000000001,2,3,3,17,2,0,5,2.4325778374548794,566.7358775094801,-2.3,True,0,True
CHEMBL503865,CC(=O)O[C@@H]1[C@@H](OC(C)=O)/C(C)=C\[C@@H]2OC(=O)[C@]3(C)O[C@]23[C@H](OC(C)=O)[C@H]2[C@](C)(O)[C@H](O)C=C[C@]2(C)[C@H]1OC(C)=O,580.5830000000003,0.4304000000000012,184.48999999999998,2,13,4,41,0,4,13,2.123610568081998,1198.2627041153964,-3.29,False,2,False
CHEMBL503870,C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)NN(CC(N)=O)C(=O)/C=C/C(=O)N(Cc1ccco1)Cc1ccco1,622.6350000000003,1.1223000000000047,206.51999999999998,4,9,14,45,3,0,15,1.5491356061330348,1380.4557649781625,-5.86,True,1,False
CHEMBL503873,CO[C@H]1C[C@H](COC[C@H]2[C@@H](OC)C[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@]5(O)[C@@H]4C[C@@H](OC(=O)/C=C/c4ccccc4)[C@@]4(C)[C@]5(O)CC[C@@]4(O)C(C)=O)C3)O[C@@H]2C)O[C@@H](C)[C@H]1COC[C@H]1C[C@H](OC)[C@H](COC[C@H]2C[C@@H](OC)[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](C)O2)[C@@H](C)O1,1333.6099999999997,3.930000000000013,314.2,7,24,25,94,1,9,24,0.6523867803763562,2626.128256172247,-3.0,False,3,False
CHEMBL504077,COc1ccc2c(c1OC)C(CC1(C)C=Cc3c(c4cccc(OC)c4n(C)c3=O)O1)N(C)c1c-2ccc2cc3c(cc12)OCO3,618.6860000000001,6.858700000000008,80.62,0,8,5,46,5,3,9,1.30910822978523,2146.3887717368166,-5.31,False,2,True
CHEMBL501567,CC(C)C[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CS)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(=O)O,1115.3939999999998,1.1734000000000122,323.00999999999993,12,13,27,78,4,2,24,1.2100644937201581,2623.459473023597,-6.92,False,3,False
CHEMBL501665,CC(C)=C[C@H]1C[C@](C)(O)[C@@H]2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](COC(=O)CC(=O)O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@@]34CO[C@@]2(C4)O1,985.127,0.6314000000000108,299.28000000000003,9,19,12,69,0,9,20,0.9605676986100568,1882.7402112037262,-1.9600000000000004,False,3,False
CHEMBL501667,CCn1c2ccc3cc2c2cc(ccc21)C(=O)c1ccc(cc1)Cn1cc[n+](c1)Cc1ccc(cc1)-c1cccc(c1C(=O)O)-c1ccc(cc1)C[n+]1ccn(c1)Cc1ccc(cc1)C3=O.[Br-].[Br-],1023.8259999999999,4.001200000000006,93.98999999999998,1,3,2,68,10,5,11,2.887992563229204e-06,3234.9082247652973,-7.469999999999997,True,1,True
CHEMBL501671,COc1cccc(CNC2(CCC(C)(C)C)C(=O)C(C3=NS(=O)(=O)c4cc(NS(C)(=O)=O)ccc4N3)=C(O)c3ccccc32)c1,652.7950000000002,4.942800000000004,163.25999999999996,4,9,9,45,3,2,13,1.6358391125088614,1905.2005906784698,-4.199999999999999,True,1,False
CHEMBL501672,CCCCC[C@H]1CCCCCCCCCC(=O)O[C@@H]2[C@@H](O[C@@H]3O[C@H](C)[C@@H](OC(=O)C(C)CC)[C@H](O)[C@H]3O)[C@H](C)O[C@@H](O[C@H]3[C@H](O[C@H]4[C@H](O1)O[C@H](C)[C@@H](O)[C@@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H]2OC(=O)C(C)CC,1023.2170000000004,2.576600000000007,294.34999999999997,7,21,13,71,0,5,21,1.5442247721049456,1545.8989232295596,-2.190000000000001,False,3,False
CHEMBL403325,C[C@H]1CN(CCC(=O)N[C@@H](CCc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,438.56800000000027,3.5840000000000014,89.87,3,4,9,32,2,1,6,1.4742062674311198,889.2641468394086,-2.8599999999999994,True,0,True
CHEMBL155287,O=C(NO)c1ccc(I)cc1,263.034,1.4102000000000003,49.33,2,2,1,11,1,0,4,2.8953480359887567,241.2457497788808,-0.6200000000000001,True,0,True
CHEMBL265174,C=CCc1ccc(OC(=O)C23CC4CC(CC(C4)C2)C3)c(OC)c1,326.43600000000004,4.545500000000004,35.53,0,3,5,24,1,4,3,1.548118993494759,612.7179861158262,-1.77,True,0,True
CHEMBL264472,Cc1cccc(N2CCN(CCCON3C(=O)c4ccccc4C3=O)CC2)c1,379.46000000000015,2.7349200000000016,53.09,0,5,6,28,2,2,6,1.1997989376003357,812.846961751324,-2.6999999999999997,True,0,True
CHEMBL405225,N=c1sc2ccccc2n1CCN1CCC(c2ccc(F)cc2)CC1,355.482,4.200970000000003,32.02,1,3,4,25,3,1,5,1.3633652995868326,879.6830524375194,-1.98,True,0,True
CHEMBL409812,CCCCCCCCCCCCCC(=O)NCc1ccc(C(=O)N[C@H](C(=O)O)[C@@H](C)CC)cc1,474.68600000000015,6.233000000000006,95.50000000000001,3,3,19,34,1,0,6,2.2093673092293353,689.2534249502868,-2.3699999999999997,True,1,False
CHEMBL499520,O=C(Nc1ncc(F)s1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,438.54600000000016,3.7573000000000025,85.35999999999999,1,6,7,29,2,2,9,1.5529087210529688,922.1794572114568,-1.8399999999999994,True,0,True
CHEMBL1082532,Oc1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)c(O)c2O)cc1,369.80400000000014,4.5259000000000045,93.28000000000002,4,5,4,26,3,0,6,2.0764300164990566,923.0223732275401,-3.1799999999999993,True,0,True
CHEMBL441562,CCCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CCCCNC(=O)CC[C@@H](NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H](N)Cc2ccccc2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(N)=O)[C@H](C)CC)[C@@H](C)CC,3536.1579999999917,-12.94620000000018,1523.179999999999,49,46,115,250,3,1,92,1.59351535528029,8527.29253569107,-24.809999999999953,False,3,False
CHEMBL441569,COC1=C2C[C@@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC(=O)[C@]3(O)[C@H](C)[C@H](CCC(C)C)O[C@@H]3OC[C@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4OC(=O)c4ccc(OC)cc4)[C@H]3OC(C)=O)[C@@H]2C1,903.0720000000003,3.998200000000004,226.19999999999996,5,16,14,64,1,6,16,1.146637017258691,1817.0868893380818,-3.1900000000000004,False,2,False
CHEMBL501674,CO[C@@H]1[C@H](O)[C@@H](C)O[C@@H](OC[C@H]2[C@@H]3O[C@@H]3/C=C/C(=O)[C@H](C)CC[C@H](O[C@@H]3O[C@H](C)C[C@H](O)[C@H]3O)[C@@H](C)/C=C/C(=O)O[C@@H]2C)[C@@H]1OC,656.7660000000003,1.443400000000003,171.97,3,13,7,46,0,4,13,1.493453340538054,1026.638528757365,-1.7799999999999998,False,2,False
CHEMBL501943,COc1cc(C(O)C(COC(=O)/C=C/c2ccc(O)cc2)Oc2c(OC)cc(/C=C/COC(=O)/C=C/c3ccc(O)cc3)cc2OC)ccc1O,698.7210000000003,5.836600000000007,170.43999999999997,4,12,16,51,4,0,12,1.5051862620820433,1795.366415623011,-6.399999999999999,False,3,False
CHEMBL501944,COc1cc(O)c(-c2cc(-c3cc(-c4c(O)cc(O)c5c4C[C@@H](C)N[C@@H]5C)c4cc(C)cc(OC)c4c3O)c(O)c3c(OC)cc(C)cc23)c2c1C(C)=N[C@H](C)C2,768.9069999999999,9.513440000000001,153.23000000000002,6,10,6,57,6,2,10,1.5548169029112489,2671.727363742818,-6.129999999999999,False,3,False
CHEMBL501918,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@@H]3C[C@H](O)CC4=CC[C@H]5[C@@H]6C[C@@H]7O[C@]8(C[C@H](O)[C@@H](C)CO8)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]5[C@]43C)OC[C@H](O)[C@@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,857.0000000000008,-0.5660999999999923,255.90999999999997,9,17,6,60,0,9,17,0.9913103285373344,1535.3604455058316,-0.9400000000000004,False,3,False
CHEMBL501922,COC(=O)C[C@H]1C(C)(C)[C@H](OC(C)=O)[C@H]2C(=O)[C@]1(C)[C@H]1CC[C@]3(C)[C@@H](CC(=O)O[C@H]3c3ccoc3)[C@]13O[C@H]23,528.5980000000003,3.793700000000003,121.64000000000001,0,9,4,38,1,5,9,1.5003319674953424,1172.515896151607,-2.6799999999999997,True,1,True
CHEMBL501923,CC(C)=CCC/C(C)=C/Cc1c2c(c3oc4c(c(=O)c3c1O)CC1c3c(c(O)cc(O)c3-4)OC1(C)C)C=CC(C)(C)O2,570.6820000000002,7.8069000000000095,109.36000000000001,3,7,5,42,3,3,7,1.590019394208817,1782.6408363897895,-4.13,False,2,True
CHEMBL500195,CC(C)(C)OC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,628.7700000000002,3.0497000000000014,151.06,4,7,12,46,3,1,10,1.5059076429304674,1429.3828954192106,-4.7,True,1,False
CHEMBL500202,COc1ccccc1OCCN1CCN(c2ccc(=O)n(Cn3nc(N4CCN(CCOc5ccccc5OC)CC4)ccc3=O)n2)CC1,672.7869999999999,1.7250000000000025,119.66000000000001,0,12,14,49,4,2,14,0.9929498311860128,1597.3163687770614,-5.080000000000001,False,2,False
CHEMBL500702,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O,1437.7750000000003,-10.131249999999907,759.1099999999999,30,21,53,101,0,1,42,3.888833499852781,2577.53236472938,-9.680000000000001,False,3,False
CHEMBL500704,CCCCCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,751.9290000000002,3.129800000000004,212.74,7,7,19,55,4,1,13,1.3531811069546873,1857.8528080248914,-5.689999999999999,False,2,False
CHEMBL500709,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)O,767.9289999999999,0.0001700000000090518,290.95000000000005,11,9,23,55,2,0,17,2.1807128613777818,1523.9965136440962,-5.710000000000001,False,2,False
CHEMBL501093,CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)[C@@H](C)O)C(N)=O,1436.7870000000003,-8.82564999999993,733.09,29,20,51,101,0,1,41,3.795460235917275,2611.2060482606043,-9.639999999999999,False,3,False
CHEMBL501094,CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)N(C)C(=O)CN(C)C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccsc1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCNC(=N)N)C(C)(C)S)[C@@H](C)O,1529.8780000000004,-1.6330300000000237,488.5099999999998,18,20,41,106,4,1,35,1.2505020628765775,3523.0801038236427,-9.840000000000002,False,3,False
CHEMBL501101,O=S(=O)(CCO)c1no[n+]([O-])c1-c1ccccc1,270.26599999999996,-0.25900000000000034,107.34,1,6,4,18,2,0,8,2.5962182089269987,607.3128512525466,-1.9299999999999993,True,0,True
CHEMBL501238,CN1C(=O)[C@H](NC(=O)Nc2cccc(OCCNC(=O)COCC(=O)NNC(=O)COCC(=O)N[C@H]3CC[C@@]4(O)[C@H]5Cc6cc(O)cc7c6[C@@]4(CCN5C)[C@H]3O7)c2)N=C(c2ccccc2)c2ccccc21,974.0409999999998,0.9983000000000093,270.82,8,14,16,71,4,5,21,0.6461593151497886,2676.1265402871886,-7.589999999999999,False,3,False
CHEMBL501493,C=C1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,754.9110000000001,0.33310000000000417,217.21999999999997,8,14,6,53,0,8,14,0.9637148552808616,1294.612610775762,-0.8200000000000002,False,3,False
CHEMBL265653,CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CS)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CS)C(=O)O,1040.1889999999994,-5.070700000000019,431.0399999999999,15,16,31,71,1,1,28,2.383589591849722,1982.017676278368,-6.520000000000002,False,3,False
CHEMBL505931,CCC(=O)[C@@H]1C[C@@H](C)[C@]2(CC[C@@]3(C)C4=C(CC[C@@]32C)[C@@]2(C)CC[C@H](O[C@@H]3O[C@H](CO[C@@H]5OC[C@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]3O)[C@](C)(CO)[C@@H]2CC4)O1,1325.4520000000011,-4.5141999999999936,460.7400000000001,16,30,17,92,0,11,30,0.8105322612070233,2489.497249463379,-1.750000000000001,False,3,False
CHEMBL505936,CCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H](O)CCC(O)CCCC(O)CCC[C@@H](O)CC2=C[C@H](C)OC2=O)O1,612.8890000000005,6.032100000000008,136.68,5,8,26,43,0,2,8,1.4538907610591703,728.3203424879723,-1.03,False,2,False
CHEMBL505943,CNc1nc2sc(SC)nc2c2c1ncn2C,265.367,2.3415999999999997,55.63,1,6,2,17,3,0,7,2.5002239496393335,676.7558068276345,-1.34,True,0,True
CHEMBL506057,O=C(NO)[C@H]1C[C@]1(Cc1ccc(OCc2cc(-c3ccccc3)nc3ccccc23)cc1)C(=O)N1CCC[C@H]1CO,551.6430000000003,4.518300000000004,111.99000000000001,3,6,9,41,4,2,8,1.1906960465600611,1521.8749334754557,-4.269999999999999,True,1,True
CHEMBL264137,CC(=O)OC[C@]12[C@H](OC(C)=O)C(=O)[C@@H]3[C@@H](O)[C@]1(OC3(C)C)[C@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O,500.49700000000036,-0.40689999999999804,171.95999999999998,2,12,5,35,0,3,12,2.4484845129555652,921.6849820434247,-2.5700000000000003,False,2,False
CHEMBL440444,C[C@@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]2CN=C(N)N2[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)NC(=O)[C@H]([C@H](O)[C@@H]2CN=C(N)N2)NC(=O)[C@@H](Cc2ccc3nc(-c4ccc(C(=O)O)cc4)oc3c2)NC1=O,1116.112,-7.107600000000026,480.79999999999984,17,23,13,80,4,4,30,1.179424239350475,2912.049070079818,-8.36,False,3,False
CHEMBL1203224,CCCC1(C)CC(=O)N(CCCCN2CCN(c3nsc4ccccc34)CC2)C(=O)C1.Cl,479.0900000000002,4.575700000000006,56.75000000000001,0,6,8,32,2,2,8,2.8899942317701476e-06,867.6540004023268,-1.6999999999999995,True,0,True
CHEMBL438015,CSCC[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(N)=O,1347.6570000000004,-3.7110000000000074,519.1299999999999,15,17,42,95,2,2,32,1.563735671674939,2836.5805669031142,-8.91,False,3,False
CHEMBL438018,CC(=O)Nc1ccc(C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](Cc2cccnc2)NC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(C)=O)C(=O)N[C@@H](Cc2ccc(CNC(N)=O)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(N)=O)cc1,1548.255,2.614200000000001,454.6699999999998,15,16,41,111,6,1,31,1.1835693877799989,4079.789524031518,-11.369999999999997,False,3,False
CHEMBL441620,CCCCCC(O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(N)=O)[C@@H]2C[C@H]1OC(=O)O2,379.4970000000001,3.6258000000000017,98.85000000000001,2,5,12,27,0,2,6,1.8981979999944347,520.1564000692313,-1.8199999999999998,True,0,False
CHEMBL444522,CC(C)C/C(=C\[C@H](O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,797.9329999999999,2.058570000000005,257.41,10,7,21,58,4,0,16,1.4712038998332853,2000.694715582782,-6.55,False,2,False
CHEMBL444524,C/C=C(\C)C(=O)O[C@@H]1[C@@H]2[C@H]([C@H](OC(=O)C(C)CC)[C@H](OC(C)=O)/C(C)=C/[C@@]34O[C@@]3(C[C@H](C)[C@@H]4OC(C)=O)C(=O)[C@@H]1C)C2(C)C,616.7480000000002,4.670600000000005,134.8,0,10,7,44,0,4,10,1.9480986105347902,1260.4831294465805,-3.0100000000000002,True,1,True
CHEMBL444732,CO[C@]1(CC[C@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@@H](C)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C,1225.3790000000008,-3.501399999999987,414.2100000000001,15,27,18,85,0,10,27,0.8112097425879452,2158.645607148765,-1.3400000000000007,False,3,False
CHEMBL444906,Cl.O=C(Nc1ccc2c(c1)c1ccccc1n2CCCCN1CCN(C/C=C/c2ccccc2)CC1)c1ccccc1,579.1880000000004,7.5798000000000085,40.510000000000005,1,3,10,42,5,1,6,3.5266557816964445e-06,1590.0898965365686,-3.8999999999999977,False,2,True
CHEMBL444987,CC(C)=CCC/C(C)=C/C=C/C(=O)N1CCCC1,247.38199999999995,3.857700000000003,20.310000000000002,0,1,5,18,0,1,2,2.3216543173599384,342.2346001038465,-1.31,True,0,True
CHEMBL440252,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CCCCN)NC(=O)[C@H]1CCCN1C(=O)[C@H](N)CCCN=C(N)N)C(N)=O,1347.6570000000004,-3.7110000000000074,519.1299999999999,15,17,42,95,2,2,32,1.563735671674939,2836.5805669031142,-8.91,False,3,False
CHEMBL440255,C[C@@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]2CN=C(N)N2[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)NC(=O)[C@H]([C@@H](O)[C@@H]2CN=C(N)N2)NC(=O)[C@@H](Cc2ccc(O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](COCc5cccs5)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H]3O)cc2)NC1=O,1391.4310000000007,-11.325100000000024,585.0000000000001,22,32,20,97,3,6,38,0.9887602631747964,3087.066230618124,-7.420000000000001,False,3,False
CHEMBL1203109,CNC(=O)c1cc(C(O)CNC(C)CCc2ccc3c(c2)OCO3)ccc1O.Cl,422.90900000000016,2.5466000000000006,100.05000000000001,4,6,8,29,2,1,8,2.9999953738406655e-06,810.7831778033989,-2.479999999999999,True,0,True
CHEMBL265216,CNC(=O)[C@H](CCCNC(=O)OC(C)(C)C)NC(=O)[C@H](CCCc1ccccc1)[C@@](C)(O)C(=O)NO,508.6160000000003,1.4176000000000015,166.09,6,7,13,36,1,0,11,2.845373027564895,826.5393283253768,-3.1799999999999997,False,2,False
